"","region_id","zone","area","status","year"
"354",1,"Tahuna Rahi",0.076107024461502,1,2015
"355",1,"Tahuna Iti",0.009172773697991,1,2015
"356",1,"Tauvine",0.079748509665234,1,2015
"357",1,"Tiaraunu",1.70884833766718,1,2015
"358",1,"Offshore",181.891318821236,0,2015
"359",1,"No take zone",35.89160134,0.5,2015
"360",1,"Rest of lagoon",35.89160134,0.75,2015
"361",1,"Aie",0.009775186488655,1,2015
"362",1,"Aie",0.023277683208063,1,2015
"363",1,"Ahuroa",0.046627710105536,1,2015
"364",1,"Hiraanae",0.353004842003619,1,2015
"365",1,"Horoatera",0.870078933438646,1,2015
"366",1,"Hiraanae",0.001100493961161,1,2015
"367",1,"Honuea",0.29743536186033,1,2015
"368",1,"Onetahi",0.751000573862474,1,2015
"369",1,"Reiono",0.232100155542133,1,2016
"370",1,"Rimatuu",0.903521034107308,1,2016
"371",1,"Tahuna Rahi",0.076107024461502,1,2016
"372",1,"Tahuna Iti",0.009172773697991,1,2016
"373",1,"Tauvine",0.079748509665234,1,2016
"374",1,"Tiaraunu",1.70884833766718,1,2016
"375",1,"Offshore",181.891318821236,0,2016
"376",1,"No take zone",35.89160134,0.5,2016
"377",1,"Rest of lagoon",35.89160134,0.75,2016
"378",1,"Aie",0.009775186488655,1,2016
"379",1,"Aie",0.023277683208063,1,2016
"380",1,"Ahuroa",0.046627710105536,1,2016
"381",1,"Hiraanae",0.353004842003619,1,2016
"382",1,"Horoatera",0.870078933438646,1,2016
"383",1,"Hiraanae",0.001100493961161,1,2016
"384",1,"Honuea",0.29743536186033,1,2016
"385",1,"Onetahi",0.751000573862474,1,2017
"386",1,"Reiono",0.232100155542133,1,2017
"387",1,"Rimatuu",0.903521034107308,1,2017
"388",1,"Tahuna Rahi",0.076107024461502,1,2017
"389",1,"Tahuna Iti",0.009172773697991,1,2017
"390",1,"Tauvine",0.079748509665234,1,2017
"391",1,"Tiaraunu",1.70884833766718,1,2017
"392",1,"Offshore",181.891318821236,0,2017
"393",1,"No take zone",35.89160134,0.5,2017
"394",1,"Rest of lagoon",35.89160134,0.75,2017
"395",1,"Aie",0.009775186488655,1,2017
"396",1,"Aie",0.023277683208063,1,2017
"397",1,"Ahuroa",0.046627710105536,1,2017
"398",1,"Hiraanae",0.353004842003619,1,2017
"399",1,"Horoatera",0.870078933438646,1,2017
"400",1,"Hiraanae",0.001100493961161,1,2017
"401",1,"Honuea",0.29743536186033,1,2018
"402",1,"Onetahi",0.751000573862474,1,2018
"403",1,"Reiono",0.232100155542133,1,2018
"404",1,"Rimatuu",0.903521034107308,1,2018
"405",1,"Tahuna Rahi",0.076107024461502,1,2018
"406",1,"Tahuna Iti",0.009172773697991,1,2018
"407",1,"Tauvine",0.079748509665234,1,2018
"408",1,"Tiaraunu",1.70884833766718,1,2018
"409",1,"Offshore",181.891318821236,0,2018
"410",1,"No take zone",35.89160134,0.5,2018
"411",1,"Rest of lagoon",35.89160134,0.75,2018
"412",1,"Aie",0.009775186488655,1,2018
"413",1,"Aie",0.023277683208063,1,2018
"414",1,"Ahuroa",0.046627710105536,1,2018
"415",1,"Hiraanae",0.353004842003619,1,2018
"416",1,"Horoatera",0.870078933438646,1,2018
"417",1,"Hiraanae",0.001100493961161,1,2019
"418",1,"Honuea",0.29743536186033,1,2019
"419",1,"Onetahi",0.751000573862474,1,2019
"420",1,"Reiono",0.232100155542133,1,2019
"421",1,"Rimatuu",0.903521034107308,1,2019
"422",1,"Tahuna Rahi",0.076107024461502,1,2019
"423",1,"Tahuna Iti",0.009172773697991,1,2019
"424",1,"Tauvine",0.079748509665234,1,2019
"425",1,"Tiaraunu",1.70884833766718,1,2019
"426",1,"Offshore",181.891318821236,0,2019
"427",1,"No take zone",35.89160134,0.5,2019
"428",1,"Rest of lagoon",35.89160134,0.75,2019
"429",1,"Aie",0.009775186488655,1,2019
"430",1,"Aie",0.023277683208063,1,2019
"431",1,"Ahuroa",0.046627710105536,1,2019
"432",1,"Hiraanae",0.353004842003619,1,2019
"433",1,"Horoatera",0.870078933438646,1,2020
"434",1,"Hiraanae",0.001100493961161,1,2020
"435",1,"Honuea",0.29743536186033,1,2020
"436",1,"Onetahi",0.751000573862474,1,2020
"437",1,"Reiono",0.232100155542133,1,2020
"438",1,"Rimatuu",0.903521034107308,1,2020
"439",1,"Tahuna Rahi",0.076107024461502,1,2020
"440",1,"Tahuna Iti",0.009172773697991,1,2020
"441",1,"Tauvine",0.079748509665234,1,2020
"442",1,"Tiaraunu",1.70884833766718,1,2020
