"zone","tet_arag_avg_azimuthal_1958","tet_arag_avg_azimuthal_1959","tet_arag_avg_azimuthal_1960","tet_arag_avg_azimuthal_1961","tet_arag_avg_azimuthal_1962","tet_arag_avg_azimuthal_1963","tet_arag_avg_azimuthal_1964","tet_arag_avg_azimuthal_1965","tet_arag_avg_azimuthal_1966","tet_arag_avg_azimuthal_1967","tet_arag_avg_azimuthal_1968","tet_arag_avg_azimuthal_1969","tet_arag_avg_azimuthal_1970","tet_arag_avg_azimuthal_1971","tet_arag_avg_azimuthal_1972","tet_arag_avg_azimuthal_1973","tet_arag_avg_azimuthal_1974","tet_arag_avg_azimuthal_1975","tet_arag_avg_azimuthal_1976","tet_arag_avg_azimuthal_1977","tet_arag_avg_azimuthal_1978","tet_arag_avg_azimuthal_1979","tet_arag_avg_azimuthal_1980","tet_arag_avg_azimuthal_1981","tet_arag_avg_azimuthal_1982","tet_arag_avg_azimuthal_1983","tet_arag_avg_azimuthal_1984","tet_arag_avg_azimuthal_1985","tet_arag_avg_azimuthal_1986","tet_arag_avg_azimuthal_1987","tet_arag_avg_azimuthal_1988","tet_arag_avg_azimuthal_1989","tet_arag_avg_azimuthal_1990","tet_arag_avg_azimuthal_1991","tet_arag_avg_azimuthal_1992","tet_arag_avg_azimuthal_1993","tet_arag_avg_azimuthal_1994","tet_arag_avg_azimuthal_1995","tet_arag_avg_azimuthal_1996","tet_arag_avg_azimuthal_1997","tet_arag_avg_azimuthal_1998","tet_arag_avg_azimuthal_1999","tet_arag_avg_azimuthal_2000","tet_arag_avg_azimuthal_2001","tet_arag_avg_azimuthal_2002","tet_arag_avg_azimuthal_2003","tet_arag_avg_azimuthal_2004","tet_arag_avg_azimuthal_2005","tet_arag_avg_azimuthal_2006","tet_arag_avg_azimuthal_2007","tet_arag_avg_azimuthal_2008","tet_arag_avg_azimuthal_2009","tet_arag_avg_azimuthal_2010","tet_arag_avg_azimuthal_2011","tet_arag_avg_azimuthal_2012","tet_arag_avg_azimuthal_2013","tet_arag_avg_azimuthal_2014","tet_arag_avg_azimuthal_2015","tet_arag_avg_azimuthal_2016"
1,4.34871662048588,4.35841724891524,4.35309863460757,4.36689733622789,4.34239758466816,4.36450018800374,4.33855287995076,4.32516780115235,4.26370874303244,4.24495429491126,4.23563342079976,4.29066686293713,4.27196858742004,4.18357543816997,4.25028011859438,4.20841887105172,4.16480909555078,4.19787329687327,4.17005739089447,4.25089671965044,4.23419208379035,4.2600334028936,4.26324175328186,4.23169965122742,4.27129124559197,4.21810836540306,4.15744814742995,4.14407556981799,4.15845404771968,4.20467434395076,4.16632223539206,4.07725090716481,4.07237089976763,4.16094781375049,4.16452848429451,4.12935574455997,4.15599005313612,4.1682060881768,4.10995187954866,4.07624421955564,4.01504800712752,3.99415667725749,4.01433203895196,4.01073951431115,4.00839744160514,4.02767854302846,4.00362172187544,4.00216829486882,4.00102005534933,3.99400210853604,3.9283347070479,3.93655229968889,3.94932156786095,3.86776355258932,3.93101431791779,3.88553477540644,3.85546964850899,3.88726149661804,3.91173625315112
