"zone","global_rescaled_cropped_1964","global_rescaled_cropped_1965","global_rescaled_cropped_1966","global_rescaled_cropped_1967","global_rescaled_cropped_1974","global_rescaled_cropped_1975","global_rescaled_cropped_1976","global_rescaled_cropped_1977","global_rescaled_cropped_1984","global_rescaled_cropped_1985","global_rescaled_cropped_1986","global_rescaled_cropped_1987","global_rescaled_cropped_1994","global_rescaled_cropped_1995","global_rescaled_cropped_1996","global_rescaled_cropped_1997","global_rescaled_cropped_2004","global_rescaled_cropped_2005","global_rescaled_cropped_2006","global_rescaled_cropped_2007","global_rescaled_cropped_2014","global_rescaled_cropped_2015","global_rescaled_cropped_2016","global_rescaled_cropped_2017","global_rescaled_cropped_ed_c"
1,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583,0.112059440267583
